Healdsburg District Hospital,42,Healdsburg,CA
Healthbridge Children's Hospital Orange,0,Orange,CA
Hemet Global Medical Center,101,Hemet,CA
Henry Mayo Newhall Memorial Hospital,238,Valencia,CA
Heritage Oaks Hospital,125,Sacramento,CA
Heritage Psychiatric Health Center,26,Oakland,CA
Hi-Desert Medical Center,175,Joshua Tree,CA
Highland Hospital,372,Oakland,CA
Hoag Hospital Irvine,0,Irvine,CA
Hoag Hospital Newport Beach,518,Newport Beach,CA
Hoag Orthopedic Institute,70,Irvine,CA
Huntington Beach Hospital,131,Huntington Beach,CA
Huntington Hospital,575,Pasadena,CA
Impact Drug and Alcohol Treatment Center,0,Pasadena,CA
Inland Valley Medical Center,0,Wildomar,CA
Jacobs Medical Center at UC San Diego Health,0,La Jolla,CA
Jerold Phelps Community Hospital,17,Garberville,CA
John C. Fremont Healthcare District,34,Mariposa,CA
John F. Kennedy Memorial Hospital,130,Indio,CA
John George Psychiatric Hospital ,0,San Leandro,CA
John Muir Behavioral Health Center,73,Concord,CA
Joyce Eisenberg-Keefer Medical Center,10,Reseda,CA
Kaiser Permanente Behavioral Health Center in Santa Clara,0,Santa Clara,CA
Kaiser Permanente Fremont Medical Center,100,Fremont,CA
Kaiser Permanente Roseville Medical Center,340,Roseville,CA
Kaiser Permanente Sacramento Medical Center,287,Sacramento,CA
Kaiser Permanente San Diego Medical Center,0,San Diego,CA
Kaiser Permanente San Francisco Medical Center,239,San Francisco,CA
Kaiser Permanente South San Francisco Medical Center ,120,South San Francisco,CA
Kaiser Permanente Zion Medical Center,563,San Diego,CA
Kaweah Delta Medical Center,581,Visalia,CA
Keck Hospital of USC,331,Los Angeles,CA
Kedren Health,0,Los Angeles,CA
Kentfield Hospital San Francisco,0,San Francisco,CA
Kentfield Rehabilitation & Specialty Hospital,120,Kentfield,CA
Kern Medical Center,222,Bakersfield,CA
Kern Valley Healthcare District,98,Mountain Mesa,CA
Kindred Hospital - Brea,86,Brea,CA
Kindred Hospital - Los Angeles,81,Los Angeles,CA
Kindred Hospital - Ontario,91,Ontario,CA
Kindred Hospital - San Diego,70,San Diego,CA
Kindred Hospital - San Francisco Bay Area,99,San Leandro,CA
Kindred Hospital - San Gabriel Valley,0,West Covina,CA
Kindred Hospital - Santa Ana,0,Santa Ana,CA
Kindred Hospital - Westminster,109,Westminster,CA
Kindred Hospital Baldwin Park,91,Baldwin Park,CA
Kindred Hospital La Mirada,216,La Mirada,CA
Kindred Hospital of Riverside,40,Perris,CA
Kindred Hospital of South Bay,54,Gardena,CA
Kindred Hospital Paramount,175,Paramount,CA
Kindred Hospital Rancho,55,Rancho Cucamonga,CA
LA Downtown Medical Center Downtown Campus,234,Los Angeles,CA
LA Downtown Medical Center Ingleside Campus,0,Rosemead,CA
La Palma Intercommunity Hospital,140,La Palma,CA
Laguna Honda Hospital and Rehabilitation Center,780,San Francisco,CA
Lakewood Regional Medical Center,172,Lakewood,CA
Langley Porter Psychiatric Hospital and Clinics,56,San Francisco,CA
Las Encinas Hospital,118,Pasadena,CA
Loma Linda University Behavioral Medicine Center,89,Redlands,CA
Loma Linda University Children's Hospital,343,Loma Linda,CA
Loma Linda University Medical Center,530,Loma Linda,CA
Loma Linda University Medical Center - Murrieta,111,Murrieta,CA
Loma Linda University Medical Center East Campus,0,Loma Linda,CA
Loma Linda University Surgical Hospital ,0,Redlands,CA
Lompoc Valley Medical Center,170,Lompoc,CA
Long Beach Medical Center,453,Long Beach,CA
Los Alamitos Medical Center,150,Los Alamitos,CA
Los Angeles Community Hospital,324,Los Angeles,CA
Los Angeles Community Hospital at Bellflower,0,Bellflower ,CA
Los Angeles County and University of Southern California Medical Center,670,Los Angeles,CA
Los Angeles Medical Center,528,Los Angeles,CA
Los Robles Regional Medical Center,325,Thousand Oaks,CA
Lucile Packard Children's Hospital at Stanford,345,Palo Alto,CA
Mad River Community Hospital,49,Arcata,CA
Madera Community Hospital,106,Madera,CA
Mammoth Hospital,17,Mammoth Lakes,CA
Manteca Medical Center ,213,Manteca,CA
Marian Regional Medical Center,388,Santa Maria,CA
Marina Del Rey Hospital,103,Marina Del Rey,CA
Mark Twain Medical Center,25,San Andreas,CA
Marshall Medical Center,125,Placerville,CA
Martin Luther King Jr. Community Hospital ,131,Los Angeles,CA
Mayers Memorial Hospital,115,Fall River Mills,CA
Mee Memorial Hospital,61,King City,CA
Memorial Hospital Los Banos,28,Los Banos,CA
Memorial Hospital of Gardena,172,Gardena,CA
Memorial Medical Center,419,Modesto,CA
Menifee Global Medical Center,84,Menifee,CA
Mercy General Hospital,419,Sacramento,CA
Mercy Hospital Downtown Bakersfield,226,Bakersfield,CA
Mercy Hospital of Folsom,106,Folsom,CA
Mercy Hospital Southwest,0,Bakersfield,CA
Mercy Medical Center Merced,186,Merced,CA
Mercy Medical Center Mount Shasta,25,Mount Shasta,CA
Mercy Medical Center Redding,267,Redding,CA
Mercy San Juan Medical Center,370,Carmichael,CA
Methodist Hospital,348,Arcadia,CA
Methodist Hospital of Sacramento,329,Sacramento,CA
Miller Children's and Women's Hospital Long Beach ,357,Long Beach,CA
Mills Health Center,0,San Mateo,CA
Mills-Peninsula Medical Center,301,Burlingame,CA
Mission Community Hospital,145,Panorama City,CA
Mission Hospital Laguna Beach,189,Laguna Beach,CA
Mission Hospital Mission Viejo,523,Mission Viejo,CA
Modesto Medical Center,0,Modesto,CA
Modoc Medical Center,87,Alturas,CA
Monrovia Memorial Hospital,49,Monrovia,CA
Montclair Hospital Medical Center,106,Montclair,CA
Monterey Park Hospital,101,Monterey Park,CA
Moreno Valley Medical Center,94,Moreno Valley,CA
Motion Picture & Television Hospital,122,Woodland Hills,CA
Mountain Communities Healthcare District Trinity Hospital,48,Weaverville,CA
Mountains Community Hospital,37,Lake Arrowhead,CA
Natividad Medical Center,172,Salinas,CA
Naval Health Clinic Lemoore,0,Lemoore,CA
Naval Hospital Camp Pendleton,0,Camp Pendleton,CA
Naval Hospital Twentynine Palms,0,Twentynine Palms,CA
Naval Medical Center San Diego,0,San Diego,CA
Newport Bay Hospital,36,Newport Beach,CA
NorthBay Medical Center,182,Fairfield,CA
NorthBay VacaValley Hospital,50,Vacaville,CA
Northern Inyo Hospital,25,Bishop,CA
Northridge Hospital,394,Northridge,CA
Norwalk Community Hospital,0,Norwalk,CA
Novato Community Hospital,47,Novato,CA
O'Connor Hospital,348,San Jose,CA
Oak Valley Hospital,150,Oakdale,CA
Oakland Medical Center,365,Oakland,CA
Ocean View Adult Psychiatric Hospital,36,Long Beach,CA
Ojai Valley Community Hospital ,91,Ojai,CA
Olive View-UCLA Medical Center,304,Sylmar,CA
Ontario Medical Center,0,Ontario,CA
Orange Coast Memorial Medical Center,222,Fountain Valley,CA
Orange County Global Medical Center,282,Santa Ana,CA
Orange County-Irvine Medical Center,0,Irvine,CA
Orchard Hospital,106,Gridley,CA
Oroville Hospital,153,Oroville,CA
Pacific Grove Hospital,68,Riverside,CA
Pacifica Hospital of the Valley,231,Sun Valley,CA
Palmdale Regional Medical Center,184,Palmdale,CA
Palo Verde Hospital,51,Blythe,CA
Palomar Medical Center Escondido,304,Escondido,CA
Palomar Medical Center Poway,236,Poway,CA
Panorama City Medical Center,218,Panorama City,CA
Paradise Valley Hospital,291,National City,CA
Parkview Community Hospital Medical Center,191,Riverside,CA
Patients Hospital of Redding,10,Redding,CA
Petaluma Valley Hospital,80,Petaluma,CA
PIH Health Good Samaritan Hospital,333,Los Angeles,CA
PIH Health Hospital - Downey,199,Downey,CA
PIH Health Whittier Hospital,404,Whittier,CA
Pioneers Memorial Hospital,107,Brawley,CA
Placentia-Linda Hospital,114,Placentia,CA
Plumas District Hospital,17,Quincy,CA
Pomona Valley Hospital Medical Center,412,Pomona,CA
Porterville Developmental Center,44,Porterville,CA
Providence Cedars-Sinai Tarzana Medical Center,246,Tarzana,CA
Providence Holy Cross Medical Center,377,Mission Hills,CA
Providence Little Company of Mary Medical Center San Pedro,356,San Pedro,CA
Providence Little Company of Mary Medical Center Torrance,442,Torrance,CA
Providence Saint Joseph Medical Center,392,Burbank,CA
Queen of the Valley Medical Center,148,Napa,CA
Rady Children's Hospital - San Diego,425,San Diego,CA
Rancho Los Amigos National Rehabilitation Center,189,Downey,CA
Rancho Springs Medical Center,240,Murrieta,CA
Redlands Community Hospital,229,Redlands,CA
Redwood City Medical Center,149,Redwood City,CA
Redwood Memorial Hospital,25,Fortuna,CA
Regional Medical Center of San Jose,258,San Jose,CA
Richmond Medical Center,0,Richmond,CA
Ridgecrest Regional Hospital,150,Ridgecrest,CA
Riverside Community Hospital,478,Riverside,CA
Riverside Medical Center,226,Riverside,CA
Riverside University Medical Center ,423,Moreno Valley,CA
Ronald Reagan UCLA Medical Center,445,Los Angeles,CA
Saddleback Medical Center,248,Laguna Hills,CA
Saint Agnes Medical Center,385,Fresno,CA
Saint Bernardine Medical Center,328,San Bernardino,CA
Saint Elizabeth Community Hospital,49,Red Bluff,CA
Saint Francis Medical Center,374,Lynwood,CA
Saint Francis Memorial Hospital,211,San Francisco,CA
Saint John's Pleasant Valley Hospital,132,Camarillo,CA
Saint John's Regional Medical Center,265,Oxnard,CA
Saint Joseph Hospital Acute Rehabilitation Unit,0,Eureka,CA
Saint Joseph Hospital Eureka,137,Eureka,CA
Saint Joseph Hospital Orange,463,Orange,CA
Saint Joseph's Behavioral Health Center,35,Stockton,CA
Saint Joseph's Medical Center,348,Stockton,CA
Saint Jude Medical Center,320,Fullerton,CA
Saint Louise Regional Hospital,72,Gilroy,CA
Saint Mary Medical Center,213,Apple Valley,CA
Saint Mary's Medical Center,159,San Francisco,CA
Saint Rose Hospital,195,Hayward,CA
Salinas Valley Memorial Hospital,240,Salinas,CA
San Antonio Regional Hospital ,363,Upland,CA
San Diego County Psychiatric Hospital,0,San Diego,CA
San Dimas Community Hospital,101,San Dimas,CA
San Francisco Campus for Jewish Living,391,San Francisco,CA
San Francisco VA Medical Center,0,San Francisco,CA
San Gabriel Valley Medical Center,273,San Gabriel,CA
San Gorgonio Memorial Hospital,61,Banning,CA
San Joaquin General Hospital,196,French Camp,CA
San Joaquin Valley Rehabilitation Hospital ,62,Fresno,CA
San Jose Behavioral Health,80,San Jose,CA
San Jose Medical Center Main Campus ,235,San Jose,CA
San Leandro Hospital,48,San Leandro,CA
San Leandro Medical Center,206,San Leandro,CA
San Mateo Medical Center,447,San Mateo,CA
San Rafael Medical Center,116,San Rafael,CA
San Ramon Regional Medical Center,123,San Ramon,CA
Santa Barbara Cottage Hospital,380,Santa Barbara,CA
Santa Barbara County Alcohol Drug and Mental Health Services,16,Santa Barbara,CA
Santa Clara Medical Center,327,Santa Clara,CA
Santa Clara Valley Medical Center,974,San Jose,CA
Santa Cruz County Psychiatric Health Facility,16,Santa Cruz,CA
Santa Paula Hospital,0,Santa Paula,CA
Santa Rosa Hospital,173,Santa Rosa,CA
Santa Rosa Memorial Hospital,290,Santa Rosa,CA
Santa Ynez Valley Cottage Hospital,11,Solvang,CA
Scripps Green Hospital,150,La Jolla,CA
Scripps Memorial Hospital Encinitas,193,Encinitas,CA
Scripps Memorial Hospital La Jolla,365,La Jolla,CA
Scripps Mercy Hospital Chula Vista,173,Chula Vista,CA
Scripps Mercy Hospital San Diego,523,San Diego,CA
Select Specialty Hospital-San Diego,110,San Diego,CA
Seneca Healthcare District,26,Chester,CA
Sequoia Hospital,208,Redwood City,CA
Sharp Chula Vista Medical Center,343,Chula Vista,CA
Sharp Coronado Hospital,181,Coronado,CA
Sharp Grossmont Hospital,524,La Mesa,CA
Sharp Mary Birch Hospital for Women and Newborns,0,San Diego,CA
Sharp Memorial Hospital,862,San Diego,CA
Sharp Mesa Vista Hospital,158,San Diego,CA
Shasta Regional Medical Center,226,Redding,CA
Sherman Oaks Hospital,153,Sherman Oaks,CA
Shriners Hospitals for Children - Northern California,0,Sacramento,CA
Sierra Nevada Memorial Hospital,104,Grass Valley,CA
Sierra View Medical Center,163,Porterville,CA
Sierra Vista Hospital,171,Sacramento,CA
Sierra Vista Regional Medical Center,162,San Luis Obispo,CA
Sonoma Specialty Hospital,37,Sebastopol,CA
Sonoma Specialty Hospital,37,Sebastopol,CA
Sonoma Valley Hospital,75,Sonoma,CA
South Bay Medical Center,257,Harbor City,CA
South Coast Global Medical Center,178,Santa Ana,CA
South Sacramento Medical Center,233,Sacramento,CA
Southern California Hospital at Culver City,406,Culver City,CA
Southern California Hospital at Hollywood,612,Hollywood,CA
Southern California Hospital at Van Nuys,0,Van Nuys,CA
Southern Inyo Hospital,37,Lone Pine,CA
Stanford Health - ValleyCare - Pleasanton,0,Pleasanton,CA
Stanford Health Care - ValleyCare-Livermore,207,Livermore,CA
Stanford Hospital,477,Stanford,CA
Stanislaus Surgical Hospital,23,Modesto,CA
Sunland Home Foundation,9,Encinitas,CA
Surprise Valley Healthcare District,26,Cedarville,CA
Sutter Amador Hospital,52,Jackson,CA
Sutter Auburn Faith Hospital,64,Auburn,CA
Sutter Center for Psychiatry,73,Sacramento,CA
Sutter Coast Hospital,49,Crescent City,CA
Sutter Davis Hospital,48,Davis,CA
Sutter Delta Medical Center,145,Antioch,CA
Sutter Lakeside Hospital,25,Lakeport,CA
Sutter Maternity and Surgery Center of Santa Cruz,28,Santa Cruz,CA
Sutter Medical Center,523,Sacramento,CA
Sutter Roseville Medical Center,319,Roseville,CA
Sutter Santa Rosa Regional Hospital,74,Santa Rosa,CA
Sutter Solano Medical Center,106,Vallejo,CA
Sutter Surgical Hospital North Valley,14,Yuba City,CA
Sutter Tracy Community Hospital,77,Tracy,CA
Tahoe Forest Hospital,62,Truckee,CA
Tarzana Treatment Center,4,Tarzana,CA
Temecula Valley Hospital,140,Temecula,CA
Thousand Oaks Surgical Hospital,21,Thousand Oaks,CA
Torrance Memorial Medical Center,533,Torrance,CA
Totally Kids Rehabilitation Hospital ,0,Loma Linda,CA
Tri-City Medical Center,305,Oceanside,CA
Twin Cities Community Hospital,122,Templeton,CA
UC Davis Medical Center,617,Sacramento,CA
UC San Diego Medical Center,717,San Diego,CA
UCI Health,414,Orange,CA
UCLA Mattel Children's Hospital,0,Los Angeles,CA
UCLA Resnick Neuropsychiatric Hospital ,74,Los Angeles,CA
UCLA Santa Monica Medical Center,281,Santa Monica,CA
UCSF Benioff Children's Hospital Oakland,206,Oakland,CA
UCSF Benioff Children's Hospital San Francisco at Mission Bay,0,San Francisco ,CA
UCSF Betty Irene Moore Women's Hospital,0,San Francisco,CA
UCSF Helen Diller Medical Center at Parnassus Heights,785,San Francisco,CA
UCSF Medical Center at Mission Bay ,0,San Francisco,CA
USC Norris Comprehensive Cancer Center,60,Los Angeles,CA
USC Verdugo Hills Hospital,158,Glendale,CA
VA Central California Health Care System,0,Fresno,CA
VA Greater Los Angeles Healthcare System - West Los Angeles Medical Center,0,Los Angeles,CA
VA Loma Linda Healthcare System,0,Loma Linda,CA
VA Long Beach Healthcare System ,0,Long Beach,CA
VA Northern California Health Care System - Valley Division - Sacramento VA Medical Center,0,Mather,CA
VA Palo Alto Health Care System - Palo Alto Division,0,Palo Alto,CA
VA San Diego Healthcare System,0,San Diego,CA
Vacaville Medical Center,140,Vacaville,CA
Vallejo Hospital & Medical Offices,248,Vallejo,CA
Valley Children's Healthcare,358,Madera,CA
Valley Presbyterian Hospital,350,Van Nuys,CA
Ventura County Medical Center,272,Ventura,CA
Vibra Hospital of Northern California ,88,Redding,CA
Vibra Hospital of Sacramento,58,Folsom,CA
Vibra Rehabilitation Hospital of Rancho Mirage,50,Rancho Mirage,CA
Victor Valley Global Medical Center,101,Victorville,CA
Vista Del Mar Hospital,87,Ventura,CA
Walnut Creek Medical Center,233,Walnut Creek,CA
Walnut Creek Medical Center ,554,Walnut Creek,CA
Washington Hospital,365,Fremont,CA
Watsonville Community Hospital,106,Watsonville,CA
Weed Army Community Hospital,0,Fort Irwin,CA
West Anaheim Medical Center,219,Anaheim,CA
West Covina Medical Center,46,West Covina,CA
West Hills Hospital & Medical Center,214,West Hills,CA
West Los Angeles Medical Center,265,Los Angeles,CA
Whittier Hospital Medical Center,178,Whittier,CA
Willow Rock Center,0,San Leandro,CA
Woodland  Memorial Hospital,105,Woodland,CA
Zuckerberg San Francisco General Hospital and Trauma Center,397,San Francisco,CA
 Evans United States Army Hospital,0,Fort Carson,CO
 Rocky Mountain Regional VA Medical Center,0,Aurora,CO
Animas Surgical Hospital,12,Durango,CO
Arkansas Valley Regional Medical Center,20,La Junta,CO
Aspen Valley Hospital,25,Aspen,CO
Avista Adventist Hospital,108,Louisville,CO
Banner Fort Collins Medical Center,23,Fort Collins,CO
Castle Rock Adventist Hospital,53,Castle Rock,CO
Cedar Springs Hospital,86,Colorado Springs,CO
Centennial Hospital,0,Centennial,CO
Centennial Peaks Hospital,104,Louisville,CO
Children's Hospital Colorado,432,Aurora,CO
Children's Hospital Colorado - Colorado Springs,96,Colorado Springs,CO
Colorado Mental Health Institute at Fort Logan,94,Denver,CO
Colorado Mental Health Institute at Pueblo,478,Pueblo,CO
Colorado Plains Medical Center,50,Fort Morgan,CO
Community Hospital,44,Grand Junction,CO
Conejos County Hospital,17,La Jara,CO
Craig Hospital,93,Englewood,CO
Delta Health,49,Delta,CO
Denver Health,452,Denver,CO
Denver Springs,96,Englewood,CO
East Morgan County Hospital,25,Brush,CO
Encompass Health Rehabilitation Hospital of Colorado Springs,62,Colorado Springs,CO
Encompass Health Rehabilitation Hospital of Littleton,60,Littleton,CO
Estes Park Medical Center,85,Estes Park,CO
Family Health West Colorado Canyons Hospital and Medical Center,25,Fruita,CO
Foothills Hospital,157,Boulder,CO
Good Samaritan Medical Center,183,Lafayette,CO
Grand River Hospital and Medical Center,61,Rifle,CO
Gunnison Valley Hospital,20,Gunnison,CO
Haxtun Hospital,25,Haxtun,CO
Heart of the Rockies Regional Medical Center,25,Salida,CO
Highlands Behavioral Health System,86,Littleton,CO
Jefferson Hills - Lakewood,0,Lakewood,CO
Keefe Memorial Hospital,11,Cheyenne Wells,CO
Kindred Hospital  Aurora,37,Aurora,CO
Kindred Hospital - Denver,68,Denver,CO
Kiowa County Hospital District,25,Eads,CO
Kit Carson County Memorial Hospital,19,Burlington,CO
Lincoln Community Hospital,50,Hugo,CO
Littleton Adventist Hospital,159,Littleton,CO
Longmont United Hospital,116,Longmont,CO
Lutheran Medical Center,282,Wheat Ridge,CO
McKee Medical Center,115,Loveland,CO
